Year,Month,Elevation,Rain fall,Humidity,Air Tempurature,Tea Type,Tea Production,month_num,date
2015,SEP,HIGH,192.78,82.25,22.15,CTC TEA,151456,9,01-09-2015
2015,SEP,MEDIUM,208.05,75,24.02,TOTAL BLACK TEA,3884890,9,01-09-2015
2015,SEP,MEDIUM,208.05,75,24.02,RECLAIMED TEA,14004,9,01-09-2015
2015,SEP,MEDIUM,208.05,75,24.02,ORTHODOX TEA,3257921,9,01-09-2015
2015,SEP,MEDIUM,208.05,75,24.02,GREEN TEA,158691,9,01-09-2015
2015,SEP,MEDIUM,208.05,75,24.02,INSTANT TEA,0,9,01-09-2015
2015,SEP,MEDIUM,208.05,75,24.02,BIO TEA,31201,9,01-09-2015
2015,SEP,MEDIUM,208.05,75,24.02,CTC TEA,581764,9,01-09-2015
2015,OCT,LOW,334.99,86,25.42,TOTAL BLACK TEA,16383449,10,01-10-2015
2015,OCT,LOW,334.99,86,25.42,RECLAIMED TEA,33294,10,01-10-2015
2015,OCT,LOW,334.99,86,25.42,ORTHODOX TEA,15387366,10,01-10-2015
2015,OCT,LOW,334.99,86,25.42,GREEN TEA,21517,10,01-10-2015
2015,OCT,LOW,334.99,86,25.42,INSTANT TEA,0,10,01-10-2015
2015,OCT,LOW,334.99,86,25.42,BIO TEA,12524,10,01-10-2015
2015,OCT,LOW,334.99,86,25.42,CTC TEA,950265,10,01-10-2015
2015,OCT,HIGH,398.98,87.25,21.5,TOTAL BLACK TEA,6107194,10,01-10-2015
2015,OCT,HIGH,398.98,87.25,21.5,RECLAIMED TEA,152138,10,01-10-2015
2015,OCT,HIGH,398.98,87.25,21.5,ORTHODOX TEA,5556998,10,01-10-2015
2015,OCT,HIGH,398.98,87.25,21.5,GREEN TEA,53059,10,01-10-2015
2015,OCT,HIGH,398.98,87.25,21.5,INSTANT TEA,190380,10,01-10-2015
2015,OCT,HIGH,398.98,87.25,21.5,BIO TEA,47040,10,01-10-2015
2015,OCT,HIGH,398.98,87.25,21.5,CTC TEA,160639,10,01-10-2015
2015,OCT,MEDIUM,422,82.66666667,23.45,TOTAL BLACK TEA,4121400,10,01-10-2015
2015,OCT,MEDIUM,422,82.66666667,23.45,RECLAIMED TEA,9989,10,01-10-2015
2015,OCT,MEDIUM,422,82.66666667,23.45,ORTHODOX TEA,3398343,10,01-10-2015
2015,OCT,MEDIUM,422,82.66666667,23.45,GREEN TEA,182933,10,01-10-2015
2015,OCT,MEDIUM,422,82.66666667,23.45,INSTANT TEA,0,10,01-10-2015
2015,OCT,MEDIUM,422,82.66666667,23.45,BIO TEA,30364,10,01-10-2015
2015,OCT,MEDIUM,422,82.66666667,23.45,CTC TEA,682705,10,01-10-2015
2015,NOV,LOW,346.61,86.71428571,25.27,TOTAL BLACK TEA,15667819,11,01-11-2015
2015,NOV,LOW,346.61,86.71428571,25.27,RECLAIMED TEA,33756,11,01-11-2015
2015,NOV,LOW,346.61,86.71428571,25.27,ORTHODOX TEA,14776403,11,01-11-2015
2015,NOV,LOW,346.61,86.71428571,25.27,GREEN TEA,16521,11,01-11-2015
2015,NOV,LOW,346.61,86.71428571,25.27,INSTANT TEA,0,11,01-11-2015
2015,NOV,LOW,346.61,86.71428571,25.27,BIO TEA,10269,11,01-11-2015
2015,NOV,LOW,346.61,86.71428571,25.27,CTC TEA,847391,11,01-11-2015
2015,NOV,HIGH,327.68,86.75,21.25,TOTAL BLACK TEA,5872263,11,01-11-2015
2015,NOV,HIGH,327.68,86.75,21.25,RECLAIMED TEA,150909,11,01-11-2015
2015,NOV,HIGH,327.68,86.75,21.25,ORTHODOX TEA,5272318,11,01-11-2015
2015,NOV,HIGH,327.68,86.75,21.25,GREEN TEA,45001,11,01-11-2015
2015,NOV,HIGH,327.68,86.75,21.25,INSTANT TEA,258701,11,01-11-2015
2015,NOV,HIGH,327.68,86.75,21.25,BIO TEA,53168,11,01-11-2015
2015,NOV,HIGH,327.68,86.75,21.25,CTC TEA,137167,11,01-11-2015
2015,NOV,MEDIUM,360.42,83.66666667,23.18,TOTAL BLACK TEA,3591882,11,01-11-2015
2015,NOV,MEDIUM,360.42,83.66666667,23.18,RECLAIMED TEA,14490,11,01-11-2015
2015,NOV,MEDIUM,360.42,83.66666667,23.18,ORTHODOX TEA,3003607,11,01-11-2015
2015,NOV,MEDIUM,360.42,83.66666667,23.18,GREEN TEA,144803,11,01-11-2015
2015,NOV,MEDIUM,360.42,83.66666667,23.18,INSTANT TEA,0,11,01-11-2015
2015,NOV,MEDIUM,360.42,83.66666667,23.18,BIO TEA,24973,11,01-11-2015
2015,NOV,MEDIUM,360.42,83.66666667,23.18,CTC TEA,548812,11,01-11-2015
2015,DEC,LOW,218.11,83.64285714,25.28,TOTAL BLACK TEA,14932784,12,01-12-2015
2015,DEC,LOW,218.11,83.64285714,25.28,RECLAIMED TEA,27823,12,01-12-2015
2015,DEC,LOW,218.11,83.64285714,25.28,ORTHODOX TEA,14134434,12,01-12-2015
2015,DEC,LOW,218.11,83.64285714,25.28,GREEN TEA,14954,12,01-12-2015
2015,DEC,LOW,218.11,83.64285714,25.28,INSTANT TEA,0,12,01-12-2015
2015,DEC,LOW,218.11,83.64285714,25.28,BIO TEA,9435,12,01-12-2015
2015,DEC,LOW,218.11,83.64285714,25.28,CTC TEA,761093,12,01-12-2015
2015,DEC,HIGH,250.45,87.5,20.72,TOTAL BLACK TEA,5370802,12,01-12-2015
2015,DEC,HIGH,250.45,87.5,20.72,RECLAIMED TEA,154676,12,01-12-2015
2015,DEC,HIGH,250.45,87.5,20.72,ORTHODOX TEA,4851663,12,01-12-2015
2015,DEC,HIGH,250.45,87.5,20.72,GREEN TEA,36185,12,01-12-2015
2015,DEC,HIGH,250.45,87.5,20.72,INSTANT TEA,181530,12,01-12-2015
2015,DEC,HIGH,250.45,87.5,20.72,BIO TEA,46469,12,01-12-2015
2015,DEC,HIGH,250.45,87.5,20.72,CTC TEA,136465,12,01-12-2015
2015,DEC,MEDIUM,273.15,84.5,22.8,TOTAL BLACK TEA,3123750,12,01-12-2015
2015,DEC,MEDIUM,273.15,84.5,22.8,RECLAIMED TEA,17739,12,01-12-2015
2015,DEC,MEDIUM,273.15,84.5,22.8,ORTHODOX TEA,2619390,12,01-12-2015
2015,DEC,MEDIUM,273.15,84.5,22.8,GREEN TEA,141477,12,01-12-2015
2015,DEC,MEDIUM,273.15,84.5,22.8,INSTANT TEA,0,12,01-12-2015
2015,DEC,MEDIUM,273.15,84.5,22.8,BIO TEA,18817,12,01-12-2015
2015,DEC,MEDIUM,273.15,84.5,22.8,CTC TEA,467804,12,01-12-2015
2016,JAN,LOW,42.97,78.71428571,25.15,TOTAL BLACK TEA,16032428,1,01-01-2016
2016,JAN,LOW,42.97,78.71428571,25.15,RECLAIMED TEA,10393,1,01-01-2016
2016,JAN,LOW,42.97,78.71428571,25.15,ORTHODOX TEA,15220315,1,01-01-2016
2016,JAN,LOW,42.97,78.71428571,25.15,GREEN TEA,11518,1,01-01-2016
2016,JAN,LOW,42.97,78.71428571,25.15,INSTANT TEA,0,1,01-01-2016
2016,JAN,LOW,42.97,78.71428571,25.15,BIO TEA,8680,1,01-01-2016
2016,JAN,LOW,42.97,78.71428571,25.15,CTC TEA,793040,1,01-01-2016
2016,JAN,HIGH,37.7,76.75,20.5,TOTAL BLACK TEA,5491060,1,01-01-2016
2016,JAN,HIGH,37.7,76.75,20.5,RECLAIMED TEA,132519,1,01-01-2016
2016,JAN,HIGH,37.7,76.75,20.5,ORTHODOX TEA,4960854,1,01-01-2016
2016,JAN,HIGH,37.7,76.75,20.5,GREEN TEA,34782,1,01-01-2016
2016,JAN,HIGH,37.7,76.75,20.5,INSTANT TEA,165840,1,01-01-2016
2016,JAN,HIGH,37.7,76.75,20.5,BIO TEA,43394,1,01-01-2016
2016,JAN,HIGH,37.7,76.75,20.5,CTC TEA,188454,1,01-01-2016
2016,JAN,MEDIUM,52.78,76.83333333,22.72,TOTAL BLACK TEA,3483219,1,01-01-2016
2016,JAN,MEDIUM,52.78,76.83333333,22.72,RECLAIMED TEA,10568,1,01-01-2016
2016,JAN,MEDIUM,52.78,76.83333333,22.72,ORTHODOX TEA,2941043,1,01-01-2016
2016,JAN,MEDIUM,52.78,76.83333333,22.72,GREEN TEA,166830,1,01-01-2016
2016,JAN,MEDIUM,52.78,76.83333333,22.72,INSTANT TEA,0,1,01-01-2016
2016,JAN,MEDIUM,52.78,76.83333333,22.72,BIO TEA,29082,1,01-01-2016
2016,JAN,MEDIUM,52.78,76.83333333,22.72,CTC TEA,502526,1,01-01-2016
2016,FEB,LOW,91.09,78.5,25.65,TOTAL BLACK TEA,14075486,2,01-02-2016
2016,FEB,LOW,91.09,78.5,25.65,RECLAIMED TEA,38994,2,01-02-2016
2016,FEB,LOW,91.09,78.5,25.65,ORTHODOX TEA,13157710,2,01-02-2016
2016,FEB,LOW,91.09,78.5,25.65,GREEN TEA,10107,2,01-02-2016
2016,FEB,LOW,91.09,78.5,25.65,INSTANT TEA,0,2,01-02-2016
2016,FEB,LOW,91.09,78.5,25.65,BIO TEA,8772,2,01-02-2016
2016,FEB,LOW,91.09,78.5,25.65,CTC TEA,870011,2,01-02-2016
2016,FEB,HIGH,57.15,72.75,21.22,TOTAL BLACK TEA,5369171,2,01-02-2016
2016,FEB,HIGH,57.15,72.75,21.22,RECLAIMED TEA,129896,2,01-02-2016
2016,FEB,HIGH,57.15,72.75,21.22,ORTHODOX TEA,4818604,2,01-02-2016
2016,FEB,HIGH,57.15,72.75,21.22,GREEN TEA,30196,2,01-02-2016
2016,FEB,HIGH,57.15,72.75,21.22,INSTANT TEA,168582,2,01-02-2016
2016,FEB,HIGH,57.15,72.75,21.22,BIO TEA,60885,2,01-02-2016
2016,FEB,HIGH,57.15,72.75,21.22,CTC TEA,191204,2,01-02-2016
2016,FEB,MEDIUM,69.9,75.83333333,23.45,TOTAL BLACK TEA,3359244,2,01-02-2016
2016,FEB,MEDIUM,69.9,75.83333333,23.45,RECLAIMED TEA,13748,2,01-02-2016
2016,FEB,MEDIUM,69.9,75.83333333,23.45,ORTHODOX TEA,2874554,2,01-02-2016
2016,FEB,MEDIUM,69.9,75.83333333,23.45,GREEN TEA,146566,2,01-02-2016
2016,FEB,MEDIUM,69.9,75.83333333,23.45,INSTANT TEA,0,2,01-02-2016
2016,FEB,MEDIUM,69.9,75.83333333,23.45,BIO TEA,24651,2,01-02-2016
2016,FEB,MEDIUM,69.9,75.83333333,23.45,CTC TEA,446291,2,01-02-2016
2016,MAR,LOW,78.56,77.92857143,26.85,TOTAL BLACK TEA,13386016,3,01-03-2016
2016,MAR,LOW,78.56,77.92857143,26.85,RECLAIMED TEA,38688,3,01-03-2016
2016,MAR,LOW,78.56,77.92857143,26.85,ORTHODOX TEA,12453909,3,01-03-2016
2016,MAR,LOW,78.56,77.92857143,26.85,GREEN TEA,9273,3,01-03-2016
2016,MAR,LOW,78.56,77.92857143,26.85,INSTANT TEA,0,3,01-03-2016
2016,MAR,LOW,78.56,77.92857143,26.85,BIO TEA,6496,3,01-03-2016
2016,MAR,LOW,78.56,77.92857143,26.85,CTC TEA,886924,3,01-03-2016
2016,MAR,HIGH,77.22,63.75,22.25,TOTAL BLACK TEA,5223124,3,01-03-2016
2016,MAR,HIGH,77.22,63.75,22.25,RECLAIMED TEA,165314,3,01-03-2016
2016,MAR,HIGH,77.22,63.75,22.25,ORTHODOX TEA,4670011,3,01-03-2016
2016,MAR,HIGH,77.22,63.75,22.25,GREEN TEA,36341,3,01-03-2016
2016,MAR,HIGH,77.22,63.75,22.25,INSTANT TEA,161130,3,01-03-2016
2016,MAR,HIGH,77.22,63.75,22.25,BIO TEA,71747,3,01-03-2016
2016,MAR,HIGH,77.22,63.75,22.25,CTC TEA,154923,3,01-03-2016
2016,MAR,MEDIUM,105.3,73.16666667,24.48,TOTAL BLACK TEA,3411075,3,01-03-2016
2016,MAR,MEDIUM,105.3,73.16666667,24.48,RECLAIMED TEA,17551,3,01-03-2016
2016,MAR,MEDIUM,105.3,73.16666667,24.48,ORTHODOX TEA,2959108,3,01-03-2016
2016,MAR,MEDIUM,105.3,73.16666667,24.48,GREEN TEA,142157,3,01-03-2016
2016,MAR,MEDIUM,105.3,73.16666667,24.48,INSTANT TEA,0,3,01-03-2016
2016,MAR,MEDIUM,105.3,73.16666667,24.48,BIO TEA,14716,3,01-03-2016
2016,MAR,MEDIUM,105.3,73.16666667,24.48,CTC TEA,419701,3,01-03-2016
2016,APR,LOW,138.21,80.42857143,27.47,TOTAL BLACK TEA,16029507,4,01-04-2016
2016,APR,LOW,138.21,80.42857143,27.47,RECLAIMED TEA,29770,4,01-04-2016
2016,APR,LOW,138.21,80.42857143,27.47,ORTHODOX TEA,14983499,4,01-04-2016
2016,APR,LOW,138.21,80.42857143,27.47,GREEN TEA,13096,4,01-04-2016
2016,APR,LOW,138.21,80.42857143,27.47,INSTANT TEA,0,4,01-04-2016
2016,APR,LOW,138.21,80.42857143,27.47,BIO TEA,9074,4,01-04-2016
2016,APR,LOW,138.21,80.42857143,27.47,CTC TEA,1007165,4,01-04-2016
2016,APR,HIGH,71.35,76.25,23.45,TOTAL BLACK TEA,6802894,4,01-04-2016
2016,APR,HIGH,71.35,76.25,23.45,RECLAIMED TEA,108997,4,01-04-2016
2016,APR,HIGH,71.35,76.25,23.45,ORTHODOX TEA,6230997,4,01-04-2016
2016,APR,HIGH,71.35,76.25,23.45,GREEN TEA,44630,4,01-04-2016
2016,APR,HIGH,71.35,76.25,23.45,INSTANT TEA,166410,4,01-04-2016
2016,APR,HIGH,71.35,76.25,23.45,BIO TEA,49471,4,01-04-2016
2016,APR,HIGH,71.35,76.25,23.45,CTC TEA,247020,4,01-04-2016
2016,APR,MEDIUM,124.65,76.83333333,25.42,TOTAL BLACK TEA,4272435,4,01-04-2016
2016,APR,MEDIUM,124.65,76.83333333,25.42,RECLAIMED TEA,9329,4,01-04-2016
2016,APR,MEDIUM,124.65,76.83333333,25.42,ORTHODOX TEA,3684012,4,01-04-2016
2016,APR,MEDIUM,124.65,76.83333333,25.42,GREEN TEA,174709,4,01-04-2016
2016,APR,MEDIUM,124.65,76.83333333,25.42,INSTANT TEA,0,4,01-04-2016
2016,APR,MEDIUM,124.65,76.83333333,25.42,BIO TEA,31938,4,01-04-2016
2016,APR,MEDIUM,124.65,76.83333333,25.42,CTC TEA,547156,4,01-04-2016
2016,MAY,LOW,475.84,86,26.13,TOTAL BLACK TEA,17341359,5,01-05-2016
2016,MAY,LOW,475.84,86,26.13,RECLAIMED TEA,34616,5,01-05-2016
2016,MAY,LOW,475.84,86,26.13,ORTHODOX TEA,16205016,5,01-05-2016
2016,MAY,LOW,475.84,86,26.13,GREEN TEA,14419,5,01-05-2016
2016,MAY,LOW,475.84,86,26.13,INSTANT TEA,0,5,01-05-2016
2016,MAY,LOW,475.84,86,26.13,BIO TEA,9514,5,01-05-2016
2016,MAY,LOW,475.84,86,26.13,CTC TEA,1092213,5,01-05-2016
2016,MAY,HIGH,341.05,82,22.72,TOTAL BLACK TEA,8243129,5,01-05-2016
2016,MAY,HIGH,341.05,82,22.72,RECLAIMED TEA,155950,5,01-05-2016
2016,MAY,HIGH,341.05,82,22.72,ORTHODOX TEA,7690906,5,01-05-2016
2016,MAY,HIGH,341.05,82,22.72,GREEN TEA,77382,5,01-05-2016
2016,MAY,HIGH,341.05,82,22.72,BIO TEA,58857,5,01-05-2016
2016,MAY,HIGH,341.05,82,22.72,CTC TEA,337417,5,01-05-2016
2016,MAY,MEDIUM,402.38,78.16666667,24.52,TOTAL BLACK TEA,4937704,5,01-05-2016
2016,MAY,MEDIUM,402.38,78.16666667,24.52,RECLAIMED TEA,32078,5,01-05-2016
2016,MAY,MEDIUM,402.38,78.16666667,24.52,ORTHODOX TEA,4287485,5,01-05-2016
2016,MAY,MEDIUM,402.38,78.16666667,24.52,GREEN TEA,209546,5,01-05-2016
2016,MAY,MEDIUM,402.38,78.16666667,24.52,INSTANT TEA,0,5,01-05-2016
2016,MAY,MEDIUM,402.38,78.16666667,24.52,BIO TEA,46037,5,01-05-2016
2016,MAY,MEDIUM,402.38,78.16666667,24.52,CTC TEA,572104,5,01-05-2016
2016,JUN,LOW,92.87,81.28571429,25.9,TOTAL BLACK TEA,16593139,6,01-06-2016
2016,JUN,LOW,92.87,81.28571429,25.9,RECLAIMED TEA,32747,6,01-06-2016
2016,JUN,LOW,92.87,81.28571429,25.9,ORTHODOX TEA,15454978,6,01-06-2016
2016,JUN,LOW,92.87,81.28571429,25.9,GREEN TEA,18004,6,01-06-2016
2016,JUN,LOW,92.87,81.28571429,25.9,INSTANT TEA,0,6,01-06-2016
2016,JUN,LOW,92.87,81.28571429,25.9,BIO TEA,8129,6,01-06-2016
2016,JUN,LOW,92.87,81.28571429,25.9,CTC TEA,1097286,6,01-06-2016
2016,JUN,HIGH,43.62,75.75,22.45,TOTAL BLACK TEA,4996206,6,01-06-2016
2016,JUN,HIGH,43.62,75.75,22.45,RECLAIMED TEA,129033,6,01-06-2016
2016,JUN,HIGH,43.62,75.75,22.45,ORTHODOX TEA,4426973,6,01-06-2016
2016,JUN,HIGH,43.62,75.75,22.45,GREEN TEA,41311,6,01-06-2016
2016,JUN,HIGH,43.62,75.75,22.45,INSTANT TEA,195643,6,01-06-2016
2016,JUN,HIGH,43.62,75.75,22.45,BIO TEA,49867,6,01-06-2016
2016,JUN,HIGH,43.62,75.75,22.45,CTC TEA,194691,6,01-06-2016
2016,JUN,MEDIUM,65.82,68.5,24.4,TOTAL BLACK TEA,3872520,6,01-06-2016
2016,JUN,MEDIUM,65.82,68.5,24.4,RECLAIMED TEA,54004,6,01-06-2016
2016,JUN,MEDIUM,65.82,68.5,24.4,ORTHODOX TEA,3416794,6,01-06-2016
2016,JUN,MEDIUM,65.82,68.5,24.4,GREEN TEA,153685,6,01-06-2016
2016,JUN,MEDIUM,65.82,68.5,24.4,INSTANT TEA,0,6,01-06-2016
2016,JUN,MEDIUM,65.82,68.5,24.4,BIO TEA,23295,6,01-06-2016
2016,JUN,MEDIUM,65.82,68.5,24.4,CTC TEA,378428,6,01-06-2016
2016,JUL,LOW,83.49,79.57142857,25.83,TOTAL BLACK TEA,13689357,7,01-07-2016
2016,JUL,LOW,83.49,79.57142857,25.83,RECLAIMED TEA,26174,7,01-07-2016
2016,JUL,LOW,83.49,79.57142857,25.83,ORTHODOX TEA,12786347,7,01-07-2016
2016,JUL,LOW,83.49,79.57142857,25.83,GREEN TEA,13633,7,01-07-2016
2016,JUL,LOW,83.49,79.57142857,25.83,INSTANT TEA,0,7,01-07-2016
2016,JUL,LOW,83.49,79.57142857,25.83,BIO TEA,6551,7,01-07-2016
2016,JUL,LOW,83.49,79.57142857,25.83,CTC TEA,870284,7,01-07-2016
2016,JUL,HIGH,98.68,74.5,22.3,TOTAL BLACK TEA,4484753,7,01-07-2016
2016,JUL,HIGH,98.68,74.5,22.3,RECLAIMED TEA,126142,7,01-07-2016
2016,JUL,HIGH,98.68,74.5,22.3,ORTHODOX TEA,3975329,7,01-07-2016
2016,JUL,HIGH,98.68,74.5,22.3,GREEN TEA,42547,7,01-07-2016
2016,JUL,HIGH,98.68,74.5,22.3,INSTANT TEA,189275,7,01-07-2016
2016,JUL,HIGH,98.68,74.5,22.3,BIO TEA,31664,7,01-07-2016
2016,JUL,HIGH,98.68,74.5,22.3,CTC TEA,162343,7,01-07-2016
2016,JUL,MEDIUM,104.28,68.16666667,24.27,TOTAL BLACK TEA,3166185,7,01-07-2016
2016,JUL,MEDIUM,104.28,68.16666667,24.27,RECLAIMED TEA,43165,7,01-07-2016
2016,JUL,MEDIUM,104.28,68.16666667,24.27,ORTHODOX TEA,2750073,7,01-07-2016
2016,JUL,MEDIUM,104.28,68.16666667,24.27,GREEN TEA,117335,7,01-07-2016
2016,JUL,MEDIUM,104.28,68.16666667,24.27,INSTANT TEA,0,7,01-07-2016
2016,JUL,MEDIUM,104.28,68.16666667,24.27,BIO TEA,20830,7,01-07-2016
2016,JUL,MEDIUM,104.28,68.16666667,24.27,CTC TEA,352117,7,01-07-2016
2016,AUG,LOW,44.5,78.5,25.88,TOTAL BLACK TEA,15906351,8,01-08-2016
2016,AUG,LOW,44.5,78.5,25.88,RECLAIMED TEA,33598,8,01-08-2016
2016,AUG,LOW,44.5,78.5,25.88,ORTHODOX TEA,14832026,8,01-08-2016
2016,AUG,LOW,44.5,78.5,25.88,GREEN TEA,16836,8,01-08-2016
2016,AUG,LOW,44.5,78.5,25.88,INSTANT TEA,0,8,01-08-2016
2016,AUG,LOW,44.5,78.5,25.88,BIO TEA,8432,8,01-08-2016
2016,AUG,LOW,44.5,78.5,25.88,CTC TEA,1032295,8,01-08-2016
2016,AUG,HIGH,44.82,74.25,22.15,TOTAL BLACK TEA,4039758,8,01-08-2016
2016,AUG,HIGH,44.82,74.25,22.15,RECLAIMED TEA,101020,8,01-08-2016
2016,AUG,HIGH,44.82,74.25,22.15,ORTHODOX TEA,3637223,8,01-08-2016
2016,AUG,HIGH,44.82,74.25,22.15,GREEN TEA,40772,8,01-08-2016
2016,AUG,HIGH,44.82,74.25,22.15,INSTANT TEA,98579,8,01-08-2016
2016,AUG,HIGH,44.82,74.25,22.15,BIO TEA,35691,8,01-08-2016
2016,AUG,HIGH,44.82,74.25,22.15,CTC TEA,167246,8,01-08-2016
2016,AUG,MEDIUM,77.45,68,24.13,TOTAL BLACK TEA,3158987,8,01-08-2016
2016,AUG,MEDIUM,77.45,68,24.13,RECLAIMED TEA,59521,8,01-08-2016
2016,AUG,MEDIUM,77.45,68,24.13,ORTHODOX TEA,2740508,8,01-08-2016
2016,AUG,MEDIUM,77.45,68,24.13,GREEN TEA,93616,8,01-08-2016
2016,AUG,MEDIUM,77.45,68,24.13,INSTANT TEA,0,8,01-08-2016
2016,AUG,MEDIUM,77.45,68,24.13,BIO TEA,16022,8,01-08-2016
2016,AUG,MEDIUM,77.45,68,24.13,CTC TEA,342936,8,01-08-2016
2016,SEP,LOW,34.33,79.5,25.5,TOTAL BLACK TEA,12992665,9,01-09-2016
2016,SEP,LOW,34.33,79.5,25.5,RECLAIMED TEA,27568,9,01-09-2016
2016,SEP,LOW,34.33,79.5,25.5,ORTHODOX TEA,12345835,9,01-09-2016
2016,SEP,LOW,34.33,79.5,25.5,GREEN TEA,13104,9,01-09-2016
2016,SEP,LOW,34.33,79.5,25.5,INSTANT TEA,0,9,01-09-2016
2016,SEP,LOW,34.33,79.5,25.5,BIO TEA,7863,9,01-09-2016
2016,SEP,LOW,34.33,79.5,25.5,CTC TEA,611399,9,01-09-2016
2016,SEP,HIGH,11.12,70.25,22.12,TOTAL BLACK TEA,3938737,9,01-09-2016
2016,SEP,HIGH,11.12,70.25,22.12,RECLAIMED TEA,127138,9,01-09-2016
2016,SEP,HIGH,11.12,70.25,22.12,ORTHODOX TEA,3505523,9,01-09-2016
2016,SEP,HIGH,11.12,70.25,22.12,GREEN TEA,33259,9,01-09-2016
2016,SEP,HIGH,11.12,70.25,22.12,INSTANT TEA,105497,9,01-09-2016
2016,SEP,HIGH,11.12,70.25,22.12,BIO TEA,44160,9,01-09-2016
2016,SEP,HIGH,11.12,70.25,22.12,CTC TEA,156420,9,01-09-2016
2016,SEP,MEDIUM,33.25,64.5,24.05,TOTAL BLACK TEA,2865882,9,01-09-2016
2016,SEP,MEDIUM,33.25,64.5,24.05,RECLAIMED TEA,49015,9,01-09-2016
2016,SEP,MEDIUM,33.25,64.5,24.05,ORTHODOX TEA,2530414,9,01-09-2016
2016,SEP,MEDIUM,33.25,64.5,24.05,GREEN TEA,108310,9,01-09-2016
2016,SEP,MEDIUM,33.25,64.5,24.05,INSTANT TEA,0,9,01-09-2016
2016,SEP,MEDIUM,33.25,64.5,24.05,BIO TEA,15239,9,01-09-2016
2016,SEP,MEDIUM,33.25,64.5,24.05,CTC TEA,271215,9,01-09-2016
2016,OCT,LOW,159.97,80.42857143,25.5,TOTAL BLACK TEA,12970181,10,01-10-2016
2016,OCT,LOW,159.97,80.42857143,25.5,RECLAIMED TEA,28154,10,01-10-2016
2016,OCT,LOW,159.97,80.42857143,25.5,ORTHODOX TEA,12211376,10,01-10-2016
2016,OCT,LOW,159.97,80.42857143,25.5,GREEN TEA,7736,10,01-10-2016
2016,OCT,LOW,159.97,80.42857143,25.5,INSTANT TEA,0,10,01-10-2016
2016,OCT,LOW,159.97,80.42857143,25.5,BIO TEA,7589,10,01-10-2016
2016,OCT,LOW,159.97,80.42857143,25.5,CTC TEA,723062,10,01-10-2016
2016,OCT,HIGH,67.85,75.75,21.8,TOTAL BLACK TEA,3354381,10,01-10-2016
2016,OCT,HIGH,67.85,75.75,21.8,RECLAIMED TEA,107520,10,01-10-2016
2016,OCT,HIGH,67.85,75.75,21.8,ORTHODOX TEA,2970505,10,01-10-2016
2016,OCT,HIGH,67.85,75.75,21.8,GREEN TEA,36431,10,01-10-2016
2016,OCT,HIGH,67.85,75.75,21.8,INSTANT TEA,125730,10,01-10-2016
2016,OCT,HIGH,67.85,75.75,21.8,BIO TEA,13940,10,01-10-2016
2016,OCT,HIGH,67.85,75.75,21.8,CTC TEA,136686,10,01-10-2016
2016,OCT,MEDIUM,89.8,66.5,23.82,TOTAL BLACK TEA,2266787,10,01-10-2016
2016,OCT,MEDIUM,89.8,66.5,23.82,RECLAIMED TEA,71719,10,01-10-2016
2016,OCT,MEDIUM,89.8,66.5,23.82,ORTHODOX TEA,1937448,10,01-10-2016
2016,OCT,MEDIUM,89.8,66.5,23.82,GREEN TEA,69920,10,01-10-2016
2016,OCT,MEDIUM,89.8,66.5,23.82,INSTANT TEA,0,10,01-10-2016
2016,OCT,MEDIUM,89.8,66.5,23.82,BIO TEA,10961,10,01-10-2016
2016,OCT,MEDIUM,89.8,66.5,23.82,CTC TEA,246659,10,01-10-2016
2016,NOV,LOW,241.21,85.42857143,24.98,TOTAL BLACK TEA,17888010,11,01-11-2016
2016,NOV,LOW,241.21,85.42857143,24.98,RECLAIMED TEA,25429,11,01-11-2016
2016,NOV,LOW,241.21,85.42857143,24.98,ORTHODOX TEA,16947792,11,01-11-2016
2016,NOV,LOW,241.21,85.42857143,24.98,GREEN TEA,16681,11,01-11-2016
2016,NOV,LOW,241.21,85.42857143,24.98,INSTANT TEA,0,11,01-11-2016
2016,NOV,LOW,241.21,85.42857143,24.98,BIO TEA,9498,11,01-11-2016
2016,NOV,LOW,241.21,85.42857143,24.98,CTC TEA,905291,11,01-11-2016
2016,NOV,HIGH,147.07,82.5,20.85,TOTAL BLACK TEA,5857237,11,01-11-2016
2016,NOV,HIGH,147.07,82.5,20.85,RECLAIMED TEA,103708,11,01-11-2016
2016,NOV,HIGH,147.07,82.5,20.85,ORTHODOX TEA,5240513,11,01-11-2016
2016,NOV,HIGH,147.07,82.5,20.85,GREEN TEA,64472,11,01-11-2016
2016,NOV,HIGH,147.07,82.5,20.85,INSTANT TEA,229898,11,01-11-2016
2016,NOV,HIGH,147.07,82.5,20.85,BIO TEA,43842,11,01-11-2016
2016,NOV,HIGH,147.07,82.5,20.85,CTC TEA,239276,11,01-11-2016
2016,NOV,MEDIUM,152.32,81.16666667,22.83,TOTAL BLACK TEA,3766365,11,01-11-2016
2016,NOV,MEDIUM,152.32,81.16666667,22.83,RECLAIMED TEA,50940,11,01-11-2016
2016,NOV,MEDIUM,152.32,81.16666667,22.83,ORTHODOX TEA,3208954,11,01-11-2016
2016,NOV,MEDIUM,152.32,81.16666667,22.83,GREEN TEA,119338,11,01-11-2016
2016,NOV,MEDIUM,152.32,81.16666667,22.83,INSTANT TEA,0,11,01-11-2016
2016,NOV,MEDIUM,152.32,81.16666667,22.83,BIO TEA,21793,11,01-11-2016
